id,calories,proteins,fat,carbohydrate,name,image
157,249,3.4,0.4,58,Brem,https://upload.wikimedia.org/wikipedia/commons/c/c4/Brem_Madiun.JPG
"158,400,4,0.7,95.3,""Brondong "",https://cdn.idntimes.com/content-images/community/2020/07/lg-k15522919710053-2-25e6aa2e5c1611522cabcd2dad7de10f.jpg"
159,141,15.3,3.3,12.6,Brongkos,https://asset.kompas.com/crops/GCuybR2DVru6BFg_rszv6WI4n_g=/0x0:1000x667/780x390/data/photo/2020/11/02/5f9f84e0407e9.jpg
160,23,0.8,0.2,5.2,Buah Atung,https://docplayer.info/docs-images/102/153072846/images/35-4.jpg
161,110,1.4,2.1,21.4,Buah kelenting segar,https://bibitbunga.com/wp-content/uploads/2016/09/tanaman-labu-madu-butternut-squash.jpg
162,38,1.5,0.2,7.5,Buah kelor,https://statik.tempo.co/data/2020/09/18/id_967992/967992_720.jpg
163,264,4,1.1,59.6,Buah kom segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/25/8a8932b4-ab82-4346-835e-07171fc1afec.jpg
164,39,0.7,0.2,9.7,Buah Mentega (bisbul),https://cdns.klimg.com/merdeka.com/i/w/news/2020/07/07/1195681/content_images/670x335/20200707152852-1-ilsutrasi-buah-mentega-atau-bisbul-002-nurul-diva-kautsar.jpg
165,87,2.6,2.7,13.1,Buah merah,https://suaramandiri.co/wp-content/uploads/2023/03/Buah-Merah-Papua.jpg
166,71,1.7,3.1,9.1,Buah Naga Merah segar,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//85/MTA-51432240/no-brand_buah-naga-merah-segar-fresh-1-pcs_full01.jpg
167,56,0.8,1,10.9,Buah Naga Putih segar,https://cf.shopee.co.id/file/957f1f3ed49275a0fe2f2d9ac37524e4
168,55,1.2,0.1,12.2,Buah negri segar,https://res.cloudinary.com/dk0z4ums3/image/upload/v1648442001/attached_image/manfaat-buah-markisa-yang-perlu-anda-ketahui.jpg
169,101,1.7,0.6,25.2,Buah Nona,https://www.pantau.com/wp-content/uploads/2022/04/191111044328-buah-nona-buah-langka-yang-memiliki-segundang-manfaat-bagi-kesehatan.jpg
170,78,0.6,0.3,18.2,Buah rotan segar,https://images.tokopedia.net/img/cache/700/hDjmkQ/2022/4/12/ad4d114e-599c-444e-9c1f-afa012cc8316.jpg
171,113,0.8,0.3,26.8,Buah rukam segar,https://manfaat.co.id/wp-content/uploads/2017/08/Screenshot_2.png
172,29,2.1,0.7,3.6,Buah ruruhi segar,https://cdn.shopify.com/s/files/1/0622/5965/9011/products/1_a8cfaab8-ecf5-41e0-a3fa-afc050a13393_1445x.jpg?v=1657438074
173,67,0.4,0.2,15.9,Buah tuppa segar,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
174,365,49.6,4.8,30.8,Buaya daging dendeng mentah,https://cf.shopee.co.id/file/e818d175e0423862b94c46e45e1ce055
"175,60,1,60,13,""Bubur "",https://awsimages.detik.net.id/community/media/visual/2021/12/13/resep-bubur-ayam-cincang_43.jpeg?w=1200"
176,167,0.2,4,33,Bubur sagu,https://img-global.cpcdn.com/recipes/541f0543f5b40b2a/680x482cq70/bubur-sagu-foto-resep-utama.jpg
177,156,2.3,0.2,15.6,Bubur tinotuan (Manado),https://asset.kompas.com/crops/8IPl4RcIfLh3fkwXhKHPuPHqoz8=/81x22:892x563/750x500/data/photo/2020/05/13/5ebbdec618a37.jpg
178,72,11.4,4.9,1.4,Bulgogi masakan,https://asset.kompas.com/crops/MGdiKvcc-R0j5purun8FmiLeX_U=/0x0:0x0/750x500/data/photo/2020/12/23/5fe2c9413a6ce.jpg
179,212,16.9,0.2,47.6,Bulung Jajan,https://chanelmuslim.com/wp-content/uploads/2016/04/jaje-bulung.jpg
180,237,14.7,0.2,56,Bulung Sangu,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Bulung.jpg/1200px-Bulung.jpg
181,35,2.4,0.2,7.7,Buncis,https://medicillin.com/admin/upload/images/information/584770af1e043.png
182,60,5.1,0.5,8.5,Buncis asam,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/35264_asem-asem-buncis.JPG
183,30,2.2,0.2,6.4,Buncis rebus,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/15080206/selain-enak-ini-manfaat-buncis-rebus-yang-baik-untuk-kesehatan-halodoc.jpg
184,45,2.6,0.3,8.1,Bunga pepaya segar,https://images.tokopedia.net/img/cache/500-square/product-1/2017/11/18/6350250/6350250_3b502bca-8413-4817-8625-302d3e4a21c0_626_381.jpg
185,42,2,1.1,6.1,Bunga turi segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/19/7e20d10e-a941-42aa-830a-bfa672dc2a81.jpg
186,333,29.3,3.3,50,Bungkil Biji Karet,https://www.pertanianku.com/wp-content/uploads/2021/04/Manfaat-Biji-Karet-Selain-Jadi-Benih.jpg
187,336,37.4,13,30.5,Bungkil Kacang Tanah,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/10/20/34e1ca8b-cb9d-46ae-8088-0c9ea431f9f6.jpg
188,368,23,15,40,Bungkil Kelapa,https://images.tokopedia.net/img/cache/700/hDjmkQ/2022/1/29/4e91f29e-92d7-4178-a7d2-774f994714e1.jpg
"189,106,4.4,6.3,7.9,""Buntil "",https://asset.kompas.com/crops/vCayyRtg4fGtL3Y9EnpXrWr_TIw=/3x0:700x465/750x500/data/photo/2021/02/08/6020e623372b3.jpg"
190,141,4.4,10.2,8,Buntil daun talas,https://i0.wp.com/borobudurnews.com/wp-content/uploads/2021/05/buntil-daun-talas-khas-Magelang.jpg?fit=979%2C579&ssl=1
"191,125.7,3.3,1.9,23.9,""Buras "",https://www.masakapahariini.com/wp-content/uploads/2022/06/resep-buras.jpg"
192,281,37.5,0.3,32.1,Burung sarang segar,https://premiumnest-5c4c.kxcdn.com/wp-content/uploads/2016/07/SS_white_900x600-4.jpg
193,38,1.6,0.8,6.3,Cabai gembor merah segar,https://id-test-11.slatic.net/p/26cd07379e953e1da920c5c6d5b4bf00.jpg
194,26,0.7,0.3,5.2,Cabai hijau segar,https://nilaigizi.com/assets/images/produk/produk_1537342967.jpg
195,367,15.9,6.2,61.8,Cabai merah kering,https://images.tokopedia.net/img/cache/700/product-1/2020/1/7/44364556/44364556_3ec62498-a7f5-4370-9a73-06ca62573e39_1024_1024
196,36,1,0.3,7.3,Cabai merah segar,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2019/03/09/2750049933.jpg
197,120,4.7,2.4,19.9,Cabai rawit segar,https://asset.kompas.com/crops/0bQZazreqC3rXuoZOPv1FDQWLl4=/0x0:1000x667/750x500/data/photo/2020/03/26/5e7cbe05c9d12.jpg
198,20,1.7,0.4,3.4,Caisin segar,https://images.tokopedia.net/img/cache/700/product-1/2020/4/5/5400804/5400804_d23967b7-039f-4904-97d8-6a303aae6628_1051_1051.jpg
199,155,20.1,3.8,10.2,Cakalang asar (asap papua),https://indonesiakaya.com/wp-content/uploads/2020/10/Ikan_Asar_yang_sudah_matang_dan_siap_untuk_disajikan_atau_diolah_lagi_.jpg
200,323,4.9,11.5,50.1,Cake tape,https://resepkoki.id/wp-content/uploads/2016/12/Resep-Bolu-Tape.jpg
